CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
308987;CR.P.CONV;CANTINHO DA FABIANA;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308988;CR.P.CONV;CANTINHO COLORIDO I;SANTO AMARO;PEDREIRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PEDREIRA;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308989;CR.P.CONV;JORGINHO;SANTO AMARO;JABAQUARA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JABAQUARA;15;JABAQUARA;Ensino Fundamental|JABAQUARA
308991;CR.P.CONV;SANTA LUZIA;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308992;CR.P.CONV;MALVINA FENUCHI;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308993;CR.P.CONV;FUTURO BRILHANTE;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308994;CR.P.CONV;ESPACO CRIANCA;BUTANTA;VILA ANDRADE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA ANDRADE;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308999;CR.P.CONV;OLHAR INOCENTE;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309005;CR.P.CONV;TRANSFORMANDO VIDAS;IPIRANGA;IPIRANGA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IPIRANGA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
309007;CR.P.CONV;ELOHIM ADONAI III;IPIRANGA;SAO LUCAS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO LUCAS;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
309008;CR.P.CONV;ELOHIM ADONAI IV;IPIRANGA;VILA PRUDENTE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA PRUDENTE;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
309013;CR.P.CONV;OIKOS II;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
309014;CR.P.CONV;ALEGRIA DE CRIANCA;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
309017;CR.P.CONV;JARDIM LIDERANCA;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309018;CR.P.CONV;CONCORDIA II;GUAIANASES;CIDADE TIRADENTES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Ensino Fundamental|CIDADE TIRADENTES
309022;CR.P.CONV;CANTINHO DO SABER;ITAQUERA;PARQUE DO CARMO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARQUE DO CARMO;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309023;CR.P.CONV;NELSON MANDELA;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
309024;CR.P.CONV;CAROLINA MARIA DE JESUS;CAPELA DO SOCORRO;CIDADE DUTRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE DUTRA;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
309025;CR.P.CONV;JOANA ALVES;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309027;CR.P.CONV;VO ZEFA;CAMPO LIMPO;CAMPO LIMPO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO LIMPO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
309029;CR.P.CONV;BELEM;IPIRANGA;VILA PRUDENTE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA PRUDENTE;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
309030;CR.P.CONV;CAMPANELA;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309033;CR.P.CONV;JEOVA RAFA;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309034;CR.P.CONV;ENCANTO E HARMONIA;SAO MIGUEL;JARDIM HELENA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM HELENA;23;SAO MIGUEL;Ensino Fundamental|SAO MIGUEL
309035;CR.P.CONV;OLGA LOPES MALAGRINE;IPIRANGA;BOM RETIRO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BOM RETIRO;09;SE;Ensino Fundamental|SE
309036;CR.P.CONV;DOCE INFANCIA;SAO MIGUEL;JARDIM HELENA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM HELENA;23;SAO MIGUEL;Ensino Fundamental|SAO MIGUEL
309040;CR.P.CONV;DIAMANTES;PENHA;BRAS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRAS;25;MOOCA;Ensino Fundamental|MOOCA
309041;CR.P.CONV;ARCO-IRIS;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
309043;CR.P.CONV;TATIANA BELINKY;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
309045;CR.P.CONV;SABERES INFANTIS;PENHA;BELEM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BELEM;25;MOOCA;Ensino Fundamental|MOOCA
309046;CR.P.CONV;SHAMMAH KIDS;PENHA;ERMELINO MATARAZZO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Ensino Fundamental|ERMELINO MATARAZZO
309047;CR.P.CONV;CARLOS JACOB;PENHA;ARTUR ALVIM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ARTUR ALVIM;21;PENHA;Ensino Fundamental|PENHA
309048;CR.P.CONV;ELVIRA MARTINS;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
309050;CR.P.CONV;JARDIM DA VOVO ANA;IPIRANGA;VILA PRUDENTE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA PRUDENTE;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
309051;CR.P.CONV;MENINOS DE OURO;SAO MIGUEL;JARDIM HELENA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM HELENA;23;SAO MIGUEL;Ensino Fundamental|SAO MIGUEL
309056;CR.P.CONV;ESPACO BRINCAR;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
309059;CR.P.CONV;JOAO FERNANDES VII;ITAQUERA;PARQUE DO CARMO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARQUE DO CARMO;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309060;CR.P.CONV;DALVA RANGEL;ITAQUERA;VILA FORMOSA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Ensino Fundamental|ARICANDUVA-FORMOSA-CARRAO
309062;CR.P.CONV;EBENEZER;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
309063;CR.P.CONV;CANTINHO DA LOTUS;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
309066;CR.P.CONV;BEM ME QUER;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309067;CR.P.CONV;JEOVA RAFA III;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309070;CR.P.CONV;LOURDINHA PINHEIRO II;SANTO AMARO;CAMPO GRANDE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO GRANDE;14;SANTO AMARO;Ensino Fundamental|SANTO AMARO
309074;CR.P.CONV;RAIO DE LUZ;SAO MATEUS;SAPOPEMBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAPOPEMBA;32;SAPOPEMBA;Ensino Fundamental|SAPOPEMBA
309079;CR.P.CONV;SAMARITANINHOS III;SAO MIGUEL;ITAIM PAULISTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAIM PAULISTA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309080;CR.P.CONV;ADEMARIO SANTANA;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
309081;CR.P.CONV;SAO PEDRO;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309082;CR.P.CONV;SAGRADA FAMILIA;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309083;CR.P.CONV;EBENEZER;SAO MIGUEL;ITAIM PAULISTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAIM PAULISTA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309086;CR.P.CONV;EDUCADOR PAULO FREIRE;IPIRANGA;SANTA CECILIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SANTA CECILIA;09;SE;Ensino Fundamental|SE
309088;CR.P.CONV;LAR DA VITORIA;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
309089;CR.P.CONV;CIA DOS SONHOS VII;SAO MATEUS;SAO RAFAEL;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO RAFAEL;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309091;CR.P.CONV;EMANUEL;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309093;CR.P.CONV;ERINICE SIQUEIRA TRUBER;ITAQUERA;CIDADE LIDER;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE LIDER;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309095;CR.P.CONV;JARDIM DOS PEQUENINOS;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
309097;CR.P.CONV;FRIDA KAHLO;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
309102;CR.P.CONV;IRENE GOMES DOS SANTOS;BUTANTA;MORUMBI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;MORUMBI;10;BUTANTA;Ensino Fundamental|BUTANTA
309103;CR.P.CONV;CORUJINHA II;BUTANTA;MORUMBI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;MORUMBI;10;BUTANTA;Ensino Fundamental|BUTANTA
309104;CR.P.CONV;CORUJINHA IV;BUTANTA;MORUMBI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;MORUMBI;10;BUTANTA;Ensino Fundamental|BUTANTA
309105;CR.P.CONV;CORUJINHA III;BUTANTA;VILA SONIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA SONIA;10;BUTANTA;Ensino Fundamental|BUTANTA
309106;CR.P.CONV;JORGE CAMISA NOVA;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309107;CR.P.CONV;DELFINA MARQUES JARDIM;BUTANTA;RAPOSO TAVARES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RAPOSO TAVARES;10;BUTANTA;Ensino Fundamental|BUTANTA
309108;CR.P.CONV;PRINCESA MELISSA;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
309109;CR.P.CONV;CANTINHO DA RAFA;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309110;CR.P.CONV;SOL DO AMANHA;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309111;CR.P.CONV;ARTE DE APRENDER;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
309112;CR.P.CONV;PEQUENAS TURQUESAS II;CAMPO LIMPO;CAMPO LIMPO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO LIMPO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
309113;CR.P.CONV;ANJO FELIZ;SAO MIGUEL;JARDIM HELENA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM HELENA;23;SAO MIGUEL;Ensino Fundamental|SAO MIGUEL
309114;CR.P.CONV;VIVER E CRESCER;SAO MIGUEL;VILA CURUCA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA CURUCA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309115;CR.P.CONV;AGAPE I;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309116;CR.P.CONV;DULCE, IRMA;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309117;CR.P.CONV;HENRI WALLON;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309118;CR.P.CONV;DANDARA;JACANA/TREMEMBE;VILA MEDEIROS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
309119;CR.P.CONV;SERGIO LESSA DA FONSECA;GUAIANASES;LAJEADO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LAJEADO;28;GUAIANASES;Ensino Fundamental|GUAIANASES
309121;CR.P.CONV;VOVO NINITO;GUAIANASES;GUAIANASES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GUAIANASES;28;GUAIANASES;Ensino Fundamental|GUAIANASES
309122;CR.P.CONV;VAGALUME;PENHA;CANGAIBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CANGAIBA;21;PENHA;Ensino Fundamental|PENHA
309123;CR.P.CONV;SANTA RITA;PENHA;BELEM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BELEM;25;MOOCA;Ensino Fundamental|MOOCA
309124;CR.P.CONV;BERTELIM JESUS MOREIRA;SAO MIGUEL;ITAIM PAULISTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAIM PAULISTA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309126;CR.P.CONV;LUZ DA ESPERANCA;PENHA;PARI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARI;25;MOOCA;Ensino Fundamental|MOOCA
309127;CR.P.CONV;SEMENTINHA DA VIDA;PENHA;CANGAIBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CANGAIBA;21;PENHA;Ensino Fundamental|PENHA
309128;CR.P.CONV;EBENEZER;PENHA;BRAS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRAS;25;MOOCA;Ensino Fundamental|MOOCA
309130;CR.P.CONV;VERA ALVARENGA II;SANTO AMARO;JABAQUARA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JABAQUARA;15;JABAQUARA;Ensino Fundamental|JABAQUARA
309132;CR.P.CONV;LIMA BARRETO;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
309134;CR.P.CONV;COLINHO DE MAMAE;JACANA/TREMEMBE;JACANA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JACANA;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
309135;CR.P.CONV;JOAQUIM SOUZA;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
309136;CR.P.CONV;RECANTO DOS PEQUENINOS II;SAO MIGUEL;VILA CURUCA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA CURUCA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309137;CR.P.CONV;REFERENCIAL II;SAO MIGUEL;VILA JACUI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA JACUI;23;SAO MIGUEL;Ensino Fundamental|SAO MIGUEL
309139;CR.P.CONV;CRE SER II;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
309140;CR.P.CONV;SANTA CECILIA;SANTO AMARO;PEDREIRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PEDREIRA;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
309142;CR.P.CONV;ONDACAIMA JUNIOR;PENHA;ARTUR ALVIM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ARTUR ALVIM;21;PENHA;Ensino Fundamental|PENHA
309143;CR.P.CONV;SONHO LINDO;SAO MIGUEL;ITAIM PAULISTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAIM PAULISTA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309151;CR.P.CONV;FILHOS DE BETEL II;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309152;CR.P.CONV;NOAH;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309153;CR.P.CONV;BENJAMIM I ;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309154;CR.P.CONV;AFAMA BABY;SAO MATEUS;SAPOPEMBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAPOPEMBA;32;SAPOPEMBA;Ensino Fundamental|SAPOPEMBA
309155;CR.P.CONV;MARIA FLOR;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309156;CR.P.CONV;MARANATA II;SAO MATEUS;SAO RAFAEL;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO RAFAEL;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309157;CR.P.CONV;SOL DO MEIO DIA II;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309158;CR.P.CONV;ANA ELISABETH;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309159;CR.P.CONV;ESPACO KAIROS IV;GUAIANASES;LAJEADO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LAJEADO;28;GUAIANASES;Ensino Fundamental|GUAIANASES
309160;CR.P.CONV;SOL EMILIO DE OLIVEIRA;GUAIANASES;CIDADE TIRADENTES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Ensino Fundamental|CIDADE TIRADENTES
309161;CR.P.CONV;ESPACO DA LOTUS;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
309162;CR.P.CONV;JOANNA DE ANGELIS;ITAQUERA;CARRAO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Ensino Fundamental|ARICANDUVA-FORMOSA-CARRAO
309163;CR.P.CONV;ROSEIRA I;GUAIANASES;CIDADE TIRADENTES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Ensino Fundamental|CIDADE TIRADENTES
309164;CR.P.CONV;BOM E SER CRIANCA;GUAIANASES;LAJEADO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LAJEADO;28;GUAIANASES;Ensino Fundamental|GUAIANASES
309166;CR.P.CONV;MONTE CARMELO IV;ITAQUERA;CIDADE LIDER;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE LIDER;27;ITAQUERA;Ensino Fundamental|ITAQUERA
309168;CR.P.CONV;NOSSO SONHO;BUTANTA;RIO PEQUENO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RIO PEQUENO;10;BUTANTA;Ensino Fundamental|BUTANTA
309171;CR.P.CONV;UNINDO FORCAS;IPIRANGA;SAO LUCAS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO LUCAS;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
309172;CR.P.CONV;CAMINHAR E PRECISO I;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
309173;CR.P.CONV;ABELHA BELINHA;SAO MIGUEL;ITAIM PAULISTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAIM PAULISTA;24;ITAIM PAULISTA;Ensino Fundamental|ITAIM PAULISTA
309175;CR.P.CONV;JEOVA RAFA II;SAO MATEUS;SAO RAFAEL;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO RAFAEL;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309176;CR.P.CONV;ARCO IRIS ENCANTADO;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
309181;CR.P.CONV;CAMINHAR E PRECISO II;JACANA/TREMEMBE;VILA MEDEIROS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
309186;CR.P.CONV;VITORIA;BUTANTA;VILA ANDRADE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA ANDRADE;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
309187;CR.P.CONV;BOM JESUS;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
309188;CR.P.CONV;RANC;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
309189;CR.P.CONV;CANDIDO PORTINARI;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
309190;CR.P.CONV;MARIO QUINTANA;CAPELA DO SOCORRO;CIDADE DUTRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE DUTRA;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
309191;CR.P.CONV;OLHAR DE CRIANCA;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
309192;CR.P.CONV;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X;FREGUESIA/BRASILANDIA;FREGUESIA DO O;ENSINO FUNDAMENTAL;0;Ensino Fundamental;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
309193;CR.P.CONV;CAMINHAR E PRECISO;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
